Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.744626133173314,1.7803987955080003,0.008242145383622577
5,1.5162315668803086,1.1708043645435489,0.004879495284689564
10,1.3090521225911969,0.8068450343995704,0.00304274908151384
15,1.23343502780089,1.3815570829211188,0.005020790897462627
20,1.1829455398465734,0.9240646151982446,0.003290487054178777
25,1.1677871967261035,1.149936576979989,0.0040132085627820405
30,1.1440804471342445,0.54318205287978,0.001847761097712024
35,1.1413465428818248,1.073362074081256,0.003549414879388597
40,1.1362447027920006,0.8950541658475301,0.0028670997246243476
45,1.1274730946418672,0.6158132202270008,0.0019038345199327699
50,1.1272184499107012,1.147977966480947,0.0033719895026664047
55,1.1205285924653332,0.881974131296853,0.002442551318114941
60,1.1181573578946655,1.1540607265125393,0.0030044191861278054
