Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.2631123058542413,0.8342690749503175,0.0032240251632026447
5,1.2186684731691146,0.6723123746071287,0.0025524490809498146
10,1.1864397759476324,1.4864753496163472,0.005422024015150653
15,1.1266783037811872,0.48419836811916545,0.0017541461902705524
20,1.1131858947972408,0.8135807258091223,0.002873408804450477
25,1.1013361966117872,1.1623890476475176,0.004014927256425007
30,1.0845517450612026,0.41121255581100974,0.0014046835277791065
35,1.0852616376923327,0.5995749675509314,0.001975741773324583
40,1.0796100318196142,0.5339584356633943,0.0017024828228550065
45,1.0836922791904033,1.2337511929064167,0.003754967692572904
50,1.0847307585299846,0.8771311936725525,0.002546842406433988
55,1.0696947236762866,0.4595550939777583,0.0012769262457631761
60,1.0731381908873932,0.8740400674759038,0.002263137692353048
