Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.5210645404590022,1.2875177509816316,0.005456073520969204
5,1.4297239440219822,1.0410441944151194,0.004160982369382897
10,1.287734566222464,1.22475340149026,0.0045163422087705395
15,1.2113346703758814,1.250556042872435,0.004498373929129548
20,1.1687915673233782,0.7135511786668849,0.002527686532014453
25,1.1396598357659786,0.5388270142748453,0.0018807712542040882
30,1.130491984904615,0.8179478082530529,0.0027787137847348924
35,1.1234193830671626,0.9912020500667797,0.0032782463257658937
40,1.1180437932371488,1.1262351085016173,0.003597515961155194
45,1.12381131720177,1.2266839904614963,0.0037640032772147704
50,1.1028284774476875,0.48103646851380616,0.0014171381266676983
55,1.1199166034874906,1.2496558406661333,0.0034408681047022704
60,1.1062149856411705,1.1453422432900715,0.0029702695198728485
