Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.4083384528533713,0.9952711043673581,0.00405551283305341
5,1.3205508001488648,0.9043136061025941,0.003489114548164945
10,1.228708238407705,1.0600994506009898,0.003915486536389174
15,1.161973469862695,0.66004778403219,0.0023733208136939494
20,1.1307509740960262,0.5016883763637511,0.0017872929105910774
25,1.123083403538332,0.8597960923380201,0.002982779073300115
30,1.1073963739614123,0.5683427330816552,0.0019387767262024642
35,1.101414836067369,0.7342213446730937,0.002429678497287985
40,1.0996943721250914,0.8486901505726455,0.002722497052365742
45,1.0993458746684537,0.7520765276070149,0.0023106060233572924
50,1.0985563932991946,1.3170053925773102,0.003857180298773894
55,1.0910589552296026,0.6039169488618614,0.0016722586662124648
60,1.0953277894666533,1.2421627046443435,0.003210301548742735
