Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.1920984947506008,0.7279180055174587,0.002728927249178379
5,1.1682371524278983,0.9514654486257274,0.003511014326504898
10,1.1391842689835565,0.8793545022884551,0.0031880974928356455
15,1.1149914497434923,0.875838099164551,0.0031171773983084184
20,1.086129455026657,0.386399400800381,0.0013783199329437336
25,1.0735626535626535,0.3650166909190181,0.00127938283959071
30,1.0817481188028641,0.9022432365017239,0.0030441780872913927
35,1.0706636707403956,0.708994823248505,0.002347266096745902
40,1.0764728794431073,0.692030534492511,0.002187004392238635
45,1.0804602987710648,0.984729670974441,0.0029866083919174082
50,1.0759285617459673,1.2221741169864202,0.003557404081475432
55,1.0591071551572389,0.5003463142795415,0.0013841964023174574
60,1.0633262075533267,0.9444469502156054,0.0024372601339684935
