Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.5288223251804762,1.63966147393133,0.006948341911751783
5,1.3980925298741134,0.9309927989347013,0.003721114476380262
10,1.2667527875985858,1.273578868873755,0.004696388672767873
15,1.1967522805201527,1.4579845319100622,0.005244514745899627
20,1.1619776634458527,0.8705322978610767,0.003083777072722474
25,1.1336168035283511,0.5102524079979852,0.0017810318264063847
30,1.126014149038073,1.105336545113492,0.003755024298234787
35,1.118715817107854,0.7491158446080554,0.0024775839244823186
40,1.113788951696835,1.268557634174717,0.004052134676089492
45,1.1244044816872234,1.4476693592161445,0.004442083091312678
50,1.1005979812707753,0.4683596728825722,0.0013797921631308805
55,1.114404852160728,0.9933655232499323,0.002735184867730924
60,1.1030742018575685,0.9126306656246403,0.0023667677193319123
