Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.2647252090800478,0.8601203770869245,0.003323927282425916
5,1.2216953256749161,0.6890568563827855,0.0026160198833528364
10,1.188980987480209,1.1460207242469698,0.004180191679822446
15,1.134421797277965,0.5179093035979989,0.001876273634174078
20,1.1174768301962106,0.7679512972778502,0.002712254542157197
25,1.1050942495824385,0.9313927961004812,0.003217059151641006
30,1.0866287821328138,0.42334235920175156,0.0014461183886008296
35,1.0894964872465878,0.8405785968024281,0.002769905912264496
40,1.0833714558744294,0.603944582753936,0.001925627931727419
45,1.084655643555185,0.9031018243433145,0.002748624028094473
50,1.087007107266611,0.7795305063603983,0.0022634485753436594
55,1.072319760349593,0.5510040080412149,0.0015310274842097258
60,1.0721124192121,0.629831529243432,0.0016308125070049703
