Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.4090046462927819,1.125543908993304,0.004552569228030281
5,1.3349493235565926,0.9895419130963002,0.0038515824275773833
10,1.2421993521669605,1.104741768621314,0.004084163785854433
15,1.1723967222084706,0.6573442299431488,0.0023726200767787186
20,1.1379577232471387,0.5270247047323803,0.001877281018010704
25,1.1221810151346032,0.6061233847221603,0.0020998535911635648
30,1.1127127173447786,0.7356863243879878,0.0025022620644797443
35,1.1099331320103538,1.0440908313976176,0.0034288743480540337
40,1.09172720929278,0.4678763596699218,0.0014987725276997734
45,1.1054393383904209,1.0519040006798557,0.003221051829472755
50,1.0859920970441566,0.7737068592248191,0.0022726025410434564
55,1.0947352322691646,0.8621230577795992,0.0023840035416663016
60,1.0991221891793186,0.9737798826825281,0.0024867878298169893
