Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.6181527389044383,0.631802719518473,0.006316763968701009
5,2.6472058382485253,0.6599002195998706,0.006598012568329966
10,2.7062468765617194,0.6584445173515175,0.00658279967925644
15,2.7987006496751623,0.6537924659632467,0.00653629079114272
20,2.9576127161851447,0.6139134403583079,0.006138213740566542
25,3.13709032773781,0.7603477520655361,0.007600437953265997
30,3.3444933040175893,0.5787505393458068,0.005785769922762807
35,3.6189429513437905,1.2652367762409393,0.012646678037192919
40,3.8995401839264296,0.5673403197986351,0.005672268857637518
45,4.266786570743405,1.3625280912230815,0.01361983406775482
50,4.705805935844909,0.7288466336082038,0.007285916711339344
55,5.309676129548181,0.6845983239242746,0.00684461445321702
60,6.069702416616736,0.7193124472471533,0.007188094566126731
