Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0230976902309767,0.2894098608356495,0.0028939539142780434
5,2.0202,0.29392509249807214,0.0029392509249807214
10,2.0218,0.4691745517395428,0.004691745517395428
15,2.0176,0.21375275436821833,0.0021375275436821837
20,2.0226,0.26170448983538475,0.0026170448983538473
25,2.0207,0.22906660603413864,0.0022906660603413866
30,2.0255,0.3007486492072746,0.0030074864920727465
35,2.0423,1.2578198241401668,0.012578198241401668
40,2.0379,1.0054171223924921,0.010054171223924921
45,2.0414958504149583,0.9238466176538643,0.009238004287871178
50,2.0325,0.36529953462877385,0.003652995346287739
55,2.052894710528947,0.8388274594112621,0.008387855211836326
60,2.0478,0.4704414522552191,0.00470441452255219
