Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0168,0.24722006391067886,0.0024722006391067887
5,2.0139,0.1962314704628174,0.0019623147046281737
10,2.0196980301969805,0.30249429502928904,0.003024791714487967
15,2.0217,0.43223733064139624,0.004322373306413963
20,2.0209,0.30440629099938077,0.003044062909993808
25,2.0194980501949806,0.22564285176256382,0.0022563157046606593
30,2.029,0.40194402595386397,0.004019440259538641
35,2.0244,0.38184373767288593,0.003818437376728859
40,2.0286,0.4967716175467357,0.004967716175467357
45,2.0293,0.30502706437298305,0.0030502706437298306
50,2.0486,1.4212804227174876,0.014212804227174875
55,2.0394960503949604,0.4583872752596732,0.0045836435761471925
60,2.0514,0.566531587821897,0.00566531587821897
