Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0145,0.23127851175584768,0.002312785117558477
5,2.0219,0.4113640601705496,0.004113640601705496
10,2.0201,0.4924388185348521,0.004924388185348521
15,2.019,0.28954965031924895,0.0028954965031924894
20,2.0272,0.48338407090014907,0.00483384070900149
25,2.0334,0.7580794417473675,0.0075807944174736755
30,2.0522947705229475,1.2588115517619647,0.012587486159045263
35,2.1781,0.4478620211627682,0.0044786202116276815
40,3.6926,0.5850685771770691,0.005850685771770691
45,4.011,0.30704885604737275,0.003070488560473728
50,4.032996700329967,0.5982268143078937,0.00598196905210342
55,4.1242,1.365347706630073,0.013653477066300728
60,6.01379724055189,0.637909250942397,0.006378454695843471
