Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0165,0.28004954918728125,0.0028004954918728125
5,2.0206,0.6231979139888063,0.006231979139888063
10,2.0183,0.30060790076110705,0.003006079007611071
15,2.0204,0.3180940741353099,0.003180940741353099
20,2.0217,0.46133405467188254,0.004613340546718825
25,2.0239,0.3769997214853084,0.0037699972148530843
30,2.0285971402859713,0.8097632679572522,0.008097227828302135
35,2.0206,0.25802255715343947,0.0025802255715343943
40,2.024,0.288485701552088,0.0028848570155208804
45,2.0241,0.3843425425320504,0.003843425425320504
50,2.034096590340966,0.45289821658946083,0.004528755733768581
55,2.0678,1.765503656184263,0.017655036561842627
60,2.0499900019996002,0.6270740430993083,0.006270113450995415
