Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0231,0.44064315494513284,0.004406431549451329
5,2.015798420157984,0.2239316199746285,0.0022392042423330337
10,2.0232,0.4879157304289337,0.004879157304289337
15,2.0219,0.5782909215956965,0.005782909215956965
20,2.0195,0.27878262140958654,0.0027878262140958654
25,2.0192,0.24704525901138097,0.0024704525901138095
30,2.0223,0.25020533567452186,0.002502053356745219
35,2.0303,0.5711233754627802,0.0057112337546278025
40,2.0271,0.30127328125806485,0.0030127328125806483
45,2.0318,0.6235292775804515,0.006235292775804514
50,2.0208,0.22218766842469145,0.002221876684246915
55,2.0361927614477104,0.4620033902571179,0.004619571968469882
60,2.038,0.38020520774971056,0.003802052077497105
