Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0156,0.30619706073050346,0.0030619706073050346
5,2.0185,0.35065331882074113,0.0035065331882074115
10,2.0242975702429757,0.4676405673945194,0.004676171871196557
15,2.0225,0.4079139002289578,0.004079139002289578
20,2.0216,0.44151267252481063,0.0044151267252481065
25,2.0289,0.41287381849664384,0.004128738184966439
30,2.022,0.32328934408668697,0.0032328934408668696
35,2.0201,0.23429893298946375,0.0023429893298946374
40,2.0247,0.28193955025855916,0.0028193955025855918
45,2.0323,0.38374042007586173,0.003837404200758617
50,2.0313968603139685,0.37175303435787366,0.003717344481001135
55,2.0425,0.5729692400120623,0.005729692400120623
60,2.047890421915617,0.9576129929472502,0.009575172460097568
