Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0158,0.20676160185102146,0.002067616018510215
5,2.0191,0.32975019332822364,0.003297501933282237
10,2.0172,0.25080701744568556,0.0025080701744568555
15,2.0154,0.2023927864327178,0.0020239278643271784
20,2.0258,0.6022743228795332,0.006022743228795332
25,2.0342965703429656,1.178891279623494,0.01178832339479987
30,2.0217,0.29904700299451287,0.0029904700299451283
35,2.0279,0.5469200947121995,0.005469200947121994
40,2.0264,0.3263480350791144,0.0032634803507911436
45,2.0268,0.5127199625526581,0.00512719962552658
50,2.0444,1.4356979626648498,0.014356979626648498
55,2.0478,0.8248121968060367,0.008248121968060367
60,2.0462,0.7261305392283132,0.0072613053922831305
