Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.1455563331000698,0.4914616338427336,0.004913879311803418
5,2.153776978417266,0.4806754455081435,0.004804832906151929
10,2.1960019990005,0.8032069703864394,0.008030062439131347
15,2.2551255125512553,0.5918213471976778,0.005918509404845527
20,2.3674897530740777,1.2578696657210506,0.012576810277136833
25,2.5476166683321675,1.0393026319515528,0.010389390668908963
30,2.774967509747076,0.6150867312322588,0.006149944889765627
35,3.090472858142557,0.7183017604825737,0.007181940394551266
40,3.4460769615192404,0.6465344914617004,0.006463729184261993
45,3.83488255872064,0.5414573027444542,0.005413219891592489
50,4.31984007996002,0.6998616086607076,0.006996867088432419
55,4.923007699230077,0.6944230486552643,0.0069438833010670095
60,5.738647729545909,1.4447927660940645,0.01444937267046178
