Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.4275862068965517,0.5476574260990847,0.005475205630640602
5,1.5033456506541496,0.5682376525992687,0.0056786865785600415
10,1.688624550179928,0.8233076054645442,0.008231429933254472
15,1.8612277544491103,0.4746507701951053,0.004746033122366609
20,2.015596880623875,0.3721948184294008,0.0037215760452954977
25,2.2006598680263947,0.48164423411212165,0.0048159607691217006
30,2.4855,0.7341592129776755,0.007341592129776755
35,2.8323832383238323,0.5947628140894293,0.005947925544606802
40,3.243824382438244,0.5527984932857317,0.005528261352835631
45,3.6593340665933405,0.532735146029217,0.005327085112695059
50,4.1529,0.49185525309790123,0.004918552530979013
55,4.773367989603119,0.5204241259413032,0.005203460798823363
60,5.612238776122388,0.6813074044822314,0.006812733416666971
