Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.148255523342997,0.5431622210065182,0.0054308076500051055
5,2.1485811350919266,0.5006051346232679,0.0050040501263461015
10,2.174912543728136,0.9614198566584675,0.009611795917898755
15,2.172217221722172,0.5893886089098381,0.005894180805506751
20,2.18444466660002,0.8767208034500692,0.008765893249114835
25,2.1953632457279904,0.6648286151324481,0.00664596047208192
30,2.2042387283814855,0.5220079310773267,0.005219296475010295
35,2.2185344396680997,0.7067379485567287,0.007066319617108894
40,2.2478760619690155,0.5754660337966593,0.005753222212156815
45,2.266966516741629,0.6074608950449462,0.006073090867469253
50,2.3039480259870064,0.7426934821937683,0.007425078784217351
55,2.3317668233176683,0.6602091944264007,0.0066017618644225754
60,2.390378075615123,0.8243005103441875,0.008243829527617907
