Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.4367816091954022,0.545689974259749,0.005455536029033124
5,1.4306401677818836,0.5731325627092589,0.005727603893732154
10,1.4396241503398641,0.6539741782289357,0.006538434226186657
15,1.4389122175564888,0.5636080248644113,0.005635516725146364
20,1.4412117576484702,0.5821730552477324,0.005821148466733483
25,1.4416116776644672,0.5700658970243835,0.005700088989842446
30,1.4623,0.7904294465668648,0.007904294465668647
35,1.4666466646664666,0.6287306231497518,0.006287620620388456
40,1.4592459245924592,0.5825360128333419,0.005825651418186756
45,1.4652534746525347,0.5718258998665587,0.005717973107157339
50,1.486,0.6043211066974244,0.0060432110669742444
55,1.503848845346396,0.6212442342797465,0.006211510686063571
60,1.524947505249475,0.6811432772388004,0.006811092226290129
