Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.047890421915617,0.7108480764500132,0.007107770023033125
5,2.053951443700669,0.4784147044914472,0.004781995630839895
10,2.0832084706822496,0.4859105004795061,0.004856434699842179
15,2.1841815818418158,1.23827316072936,0.012382112517144609
20,2.32050769538277,0.9743426378565085,0.00974050466535674
25,2.4934026389444224,0.6699827659383266,0.0066984880957071
30,2.7588482303539292,0.7484131003180148,0.007483382702323087
35,3.0675932406759325,0.4580499055329134,0.004580270047551808
40,3.44501099780044,0.6995196489957645,0.006994497075219111
45,3.8346157689617266,0.6697871895965339,0.006695528870818224
50,4.302109367189843,0.5502832958790564,0.00550200771952094
55,4.9402,1.3073729230789504,0.013073729230789503
60,5.7338,0.7450755397944598,0.007450755397944598
