Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.058288342331534,0.5906200328785194,0.005905609797330557
5,2.05005495054451,0.5051362198824655,0.005049090619036594
10,2.0510438517630605,0.47396682391251915,0.004737063570248626
15,2.0684931506849313,0.5433035075424713,0.005432763444043125
20,2.078652808315011,0.6062091472977363,0.006060273663508843
25,2.09656137544982,0.9026329667270625,0.009024524942736489
30,2.1186762647470507,0.6795003923603586,0.0067943245251193
35,2.124987501249875,0.49411754383856227,0.004940928398141567
40,2.1405718856228755,0.6602638890631403,0.006601978725765419
45,2.1862696112721096,2.3835063609434775,0.023826725714311155
50,2.1925422373288015,0.511700902624129,0.005116241647543245
55,2.24,0.7065408693062272,0.007065408693062272
60,2.2838,0.6762082223694121,0.006762082223694121
