Angle,Average Cluster Size,Standard Deviation,Error on Average
0,1.75,1.299038105676658,0.649519052838329
5,1.5,0.8660254037844386,0.4330127018922193
10,1.6666666666666667,0.9428090415820631,0.5443310539518172
15,1.0,0.0,0.0
20,1.0,0.0,0.0
25,1.0,0.0,0.0
30,1.0909090909090908,0.2874797872880348,0.08667841720414486
35,1.0,0.0,0.0
40,1.1,0.29999999999999977,0.0948683298050513
45,1.1428571428571428,0.34992710611188277,0.1322600142532217
50,1.0555555555555556,0.22906142364542562,0.053990295322641685
55,1.2941176470588236,0.5703152773430974,0.1383217722581777
60,1.0588235294117647,0.23529411764705874,0.057067205890901855
