Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0,0.0,0.0
5,2.0,0.0,0.0
10,2.0,0.0,0.0
15,2.0,0.0,0.0
20,2.0,0.0,0.0
25,2.0,0.0,0.0
30,2.0,0.0,0.0
35,2.0,0.0,0.0
40,3.0,0.0,0.0
45,2.0,0.0,0.0
50,2.0,0.0,0.0
55,2.0,0.0,0.0
60,2.0,0.0,0.0
