Angle,Average Cluster Size,Standard Deviation,Error on Average
0,2.0,0.0,0.0
5,2.0,0.0,0.0
10,2.0,0.0,0.0
15,2.0,0.0,0.0
20,2.0,0.0,0.0
25,2.0,0.0,0.0
30,4.0,0.0,0.0
35,2.0,0.0,0.0
40,4.0,0.0,0.0
45,4.0,0.0,0.0
50,4.0,0.0,0.0
55,5.0,0.0,0.0
60,6.0,0.0,0.0
